title,rating,year,actors,runtime,url,languages
Dead Poets Society,8.1,1989,Robin Williams;Robert Sean Leonard;Ethan Hawke;Josh Charles,128,https://www.imdb.com//title/tt0097165/,English;Latin
Do the Right Thing,8.0,1989,Danny Aiello;Ossie Davis;Ruby Dee;Richard Edson,120,https://www.imdb.com//title/tt0097216/,English;Italian;Spanish;Korean
Goodfellas,8.7,1990,Robert De Niro;Ray Liotta;Joe Pesci;Lorraine Bracco,146,https://www.imdb.com//title/tt0099685/,English;Italian
Nema-ye Nazdik,8.3,1990,Hossain Sabzian;Mohsen Makhmalbaf;Abolfazl Ahankhah;Mehrdad Ahankhah,98,https://www.imdb.com//title/tt0100234/,Persian;Azerbaijani
Dances with Wolves,8.0,1990,Kevin Costner;Mary McDonnell;Graham Greene;Rodney A. Grant,181,https://www.imdb.com//title/tt0099348/,English;Sioux;Pawnee
Hamoun,8.0,1990,Pantea Bahram;Ezzatolah Entezami;Bita Farahi;Sedigheh Kianfar,120,https://www.imdb.com//title/tt0099729/,Persian
Edward Scissorhands,7.9,1990,Johnny Depp;Winona Ryder;Dianne Wiest;Anthony Michael Hall,105,https://www.imdb.com//title/tt0099487/,English
The Silence of the Lambs,8.6,1991,Jodie Foster;Anthony Hopkins;Lawrence A. Bonney;Kasi Lemmons,118,https://www.imdb.com//title/tt0102926/,English;Latin
Terminator 2: Judgment Day,8.5,1991,Arnold Schwarzenegger;Linda Hamilton;Edward Furlong;Robert Patrick,137,https://www.imdb.com//title/tt0103064/,English;Spanish
Thalapathi,8.5,1991,Rajinikanth;Mammootty;Shobana;Arvind Swamy,157,https://www.imdb.com//title/tt0101649/,Tamil
Gu ling jie shao nian sha ren shi jian,8.4,1991,Chen Chang;Lisa Yang;Kuo-Chu Chang;Elaine Jin,237,https://www.imdb.com//title/tt0101985/,Mandarin;Min Nan;Shanghainese;English
Dà hóng denglong gaogao guà,8.1,1991,Gong Li;Jingwu Ma;Saifei He;Cuifen Cao,125,https://www.imdb.com//title/tt0101640/,Mandarin
Thevar Magan,8.7,1992,Kamal Haasan;Shivaji Ganesan;Nassar;Revathi,145,https://www.imdb.com//title/tt0105575/,Tamil
Mi nismo andjeli,8.4,1992,Nikola Kojo;Milena Pavlovic;Branka Katic;Srdjan 'Zika' Todorovic,98,https://www.imdb.com//title/tt0104860/,Serbian
Reservoir Dogs,8.3,1992,Harvey Keitel;Tim Roth;Michael Madsen;Chris Penn,99,https://www.imdb.com//title/tt0105236/,English
Jo Jeeta Wohi Sikandar,8.2,1992,Aamir Khan;Ayesha Jhulka;Deepak Tijori;Pooja Bedi,174,https://www.imdb.com//title/tt0104561/,Hindi;English
Roja,8.2,1992,Arvind Swamy;Madhoo;Pankaj Kapur;Nassar,137,https://www.imdb.com//title/tt0105271/,Tamil
Schindler's List,8.9,1993,Liam Neeson;Ralph Fiennes;Ben Kingsley;Caroline Goodall,195,https://www.imdb.com//title/tt0108052/,English;Hebrew;German;Polish;Latin
Devasuram,8.7,1993,Mohanlal;Revathi;Nedumudi Venu;Innocent,187,https://www.imdb.com//title/tt0291855/,Malayalam
Manichitrathazhu,8.7,1993,Mohanlal;Shobana;Suresh Gopi;Vinaya Prasad,169,https://www.imdb.com//title/tt0214915/,Malayalam
Ba wang bie ji,8.1,1993,Leslie Cheung;Fengyi Zhang;Gong Li;You Ge,171,https://www.imdb.com//title/tt0106332/,Mandarin
In the Name of the Father,8.1,1993,Daniel Day-Lewis;Pete Postlethwaite;Alison Crosbie;Philip King,133,https://www.imdb.com//title/tt0107207/,English
The Shawshank Redemption,9.3,1994,Tim Robbins;Morgan Freeman;Bob Gunton;William Sadler,142,https://www.imdb.com//title/tt0111161/,English
Pulp Fiction,8.9,1994,John Travolta;Uma Thurman;Samuel L. Jackson;Bruce Willis,154,https://www.imdb.com//title/tt0110912/,English;Spanish;French
Forrest Gump,8.8,1994,Tom Hanks;Robin Wright;Gary Sinise;Sally Field,142,https://www.imdb.com//title/tt0109830/,English
Léon,8.5,1994,Jean Reno;Gary Oldman;Natalie Portman;Danny Aiello,110,https://www.imdb.com//title/tt0110413/,English;Italian;French
The Lion King,8.5,1994,Matthew Broderick;Jeremy Irons;James Earl Jones;Whoopi Goldberg,88,https://www.imdb.com//title/tt0110357/,English;Swahili;Xhosa;Zulu
Seven,8.6,1995,Morgan Freeman;Brad Pitt;Kevin Spacey;Andrew Kevin Walker,127,https://www.imdb.com//title/tt0114369/,English
Spadikam,8.6,1995,Mohanlal;Thilakan;Sphadikam George;Urvashi,150,https://www.imdb.com//title/tt0292246/,Malayalam
The Usual Suspects,8.5,1995,Kevin Spacey;Gabriel Byrne;Chazz Palminteri;Stephen Baldwin,106,https://www.imdb.com//title/tt0114814/,English;Hungarian;Spanish;French
Baasha,8.3,1995,Rajinikanth;Nagma;Raghuvaran;Vijayakumar,145,https://www.imdb.com//title/tt0139876/,Tamil
Braveheart,8.3,1995,Mel Gibson;Sophie Marceau;Patrick McGoohan;Angus Macfadyen,178,https://www.imdb.com//title/tt0112573/,English;French;Latin;Gaelic;Italian
Lepa sela lepo gore,8.7,1996,Dragan Bjelogrlic;Nikola Kojo;Dragan Maksimovic;Zoran Cvijanovic,115,https://www.imdb.com//title/tt0116860/,Bosnian;Serbian;English
Poove Unakkaga,8.7,1996,Anju Aravind;Madhan Bob;Charlie;Jai Ganesh,150,https://www.imdb.com//title/tt2325915/,Tamil
Eskiya,8.2,1996,Sener Sen;Ugur Yücel;Sermin Hürmeriç;Yesim Salkim,128,https://www.imdb.com//title/tt0116231/,Turkish
Fargo,8.1,1996,William H. Macy;Frances McDormand;Steve Buscemi;Peter Stormare,98,https://www.imdb.com//title/tt0116282/,English
Indian,8.1,1996,Kamal Haasan;Sukanya;Manisha Koirala;Urmila Matondkar,185,https://www.imdb.com//title/tt0116630/,Tamil
Het leven is mooi,8.6,1997,Roberto Benigni;Nicoletta Braschi;Giorgio Cantarini;Giustino Durano,116,https://www.imdb.com//title/tt0118799/,Italian;German;English
Iruvar,8.5,1997,Mohanlal;Prakash Raj;Aishwarya Rai Bachchan;Gautami,140,https://www.imdb.com//title/tt0119385/,Tamil
Mononoke-hime,8.4,1997,Yôji Matsuda;Yuriko Ishida;Yûko Tanaka;Billy Crudup,134,https://www.imdb.com//title/tt0119698/,Japanese
Bacheha-Ye aseman,8.3,1997,Mohammad Amir Naji;Amir Farrokh Hashemian;Bahare Seddiqi;Nafise Jafar-Mohammadi,89,https://www.imdb.com//title/tt0118849/,Persian
Good Will Hunting,8.3,1997,Robin Williams;Matt Damon;Ben Affleck;Stellan Skarsgård,126,https://www.imdb.com//title/tt0119217/,English
Lajanje na zvezde,8.7,1998,Dragan Micanovic;Natasa Tapuskovic;Nikola Simic;Velimir 'Bata' Zivojinovic,95,https://www.imdb.com//title/tt0187231/,Serbian
Saving Private Ryan,8.6,1998,Tom Hanks;Matt Damon;Tom Sizemore;Edward Burns,169,https://www.imdb.com//title/tt0120815/,English;French;German;Czech
American History X,8.5,1998,Edward Norton;Edward Furlong;Beverly D'Angelo;Jennifer Lien,119,https://www.imdb.com//title/tt0120586/,English
"Lock, Stock and Two Smoking Barrels",8.2,1998,Jason Flemyng;Dexter Fletcher;Nick Moran;Jason Statham,107,https://www.imdb.com//title/tt0120735/,English
Satya,8.2,1998,J.D. Chakravarthi;Manoj Bajpayee;Urmila Matondkar;Paresh Rawal,170,https://www.imdb.com//title/tt0195231/,Hindi
Fight Club,8.8,1999,Brad Pitt;Edward Norton;Meat Loaf;Zach Grenier,139,https://www.imdb.com//title/tt0137523/,English
The Matrix,8.7,1999,Keanu Reeves;Laurence Fishburne;Carrie-Anne Moss;Hugo Weaving,136,https://www.imdb.com//title/tt0133093/,English
The Green Mile,8.6,1999,Tom Hanks;Michael Clarke Duncan;David Morse;Bonnie Hunt,189,https://www.imdb.com//title/tt0120689/,English;French
Mudhalvan,8.4,1999,Arjun Sarja;Manisha Koirala;Raghuvaran;Vadivelu,169,https://www.imdb.com//title/tt0220656/,Tamil
Thulladha Manamum Thullum,8.4,1999,Joseph Vijay;Simran;Dhamu;Vaiyapuri,170,https://www.imdb.com//title/tt1517561/,Tamil
O Auto da Compadecida,8.7,2000,Matheus Nachtergaele;Selton Mello;Rogério Cardoso;Denise Fraga,104,https://www.imdb.com//title/tt0271383/,Latin;Portuguese
Gladiator,8.5,2000,Russell Crowe;Joaquin Phoenix;Connie Nielsen;Oliver Reed,155,https://www.imdb.com//title/tt0172495/,English
Memento,8.4,2000,Guy Pearce;Carrie-Anne Moss;Joe Pantoliano;Mark Boone Junior,113,https://www.imdb.com//title/tt0209144/,English
Alai Payuthey,8.3,2000,Madhavan;Shalini;Swarnamalya;V. Natarajan,156,https://www.imdb.com//title/tt0242256/,Tamil
Requiem for a Dream,8.3,2000,Ellen Burstyn;Jared Leto;Jennifer Connelly;Marlon Wayans,102,https://www.imdb.com//title/tt0180093/,English
The Lord of the Rings: The Fellowship of the Ring,8.8,2001,Elijah Wood;Ian McKellen;Orlando Bloom;Sean Bean,178,https://www.imdb.com//title/tt0120737/,English;Sindarin
Spirited Away,8.6,2001,Daveigh Chase;Suzanne Pleshette;Miyu Irino;Rumi Hiiragi,125,https://www.imdb.com//title/tt0245429/,Japanese;English
Le fabuleux destin d'Amélie Poulain,8.3,2001,Audrey Tautou;Mathieu Kassovitz;Rufus;Lorella Cravotta,122,https://www.imdb.com//title/tt0211915/,French;Russian;English
A Beautiful Mind,8.2,2001,Russell Crowe;Ed Harris;Jennifer Connelly;Christopher Plummer,135,https://www.imdb.com//title/tt0268978/,English
Dil Chahta Hai,8.1,2001,Aamir Khan;Saif Ali Khan;Akshaye Khanna;Preity Zinta,183,https://www.imdb.com//title/tt0292490/,Hindi
The Lord of the Rings: The Two Towers,8.7,2002,Elijah Wood;Ian McKellen;Viggo Mortensen;Orlando Bloom,179,https://www.imdb.com//title/tt0167261/,English;Sindarin;Old English
Cidade de Deus,8.6,2002,Alexandre Rodrigues;Leandro Firmino;Matheus Nachtergaele;Phellipe Haagensen,130,https://www.imdb.com//title/tt0317248/,Portuguese
Filantropica,8.5,2002,Mircea Diaconu;Gheorghe Dinica;Mara Nicolescu;Viorica Voda,110,https://www.imdb.com//title/tt0314067/,Romanian
The Pianist,8.5,2002,Adrien Brody;Thomas Kretschmann;Frank Finlay;Emilia Fox,150,https://www.imdb.com//title/tt0253474/,English;German;Russian
Kannathil Muthamittal,8.4,2002,Madhavan;Simran;Prakash Raj;Nandita Das,136,https://www.imdb.com//title/tt0312859/,Tamil
The Lord of the Rings: The Return of the King,8.9,2003,Elijah Wood;Viggo Mortensen;Ian McKellen;Orlando Bloom,201,https://www.imdb.com//title/tt0167260/,English;Quenya;Old English;Sindarin
Anbe Sivam,8.7,2003,Kamal Haasan;Madhavan;Kiran Rathod;Nassar,160,https://www.imdb.com//title/tt0367495/,Tamil
La meglio gioventù,8.5,2003,Luigi Lo Cascio;Alessio Boni;Jasmine Trinca;Adriana Asti,366,https://www.imdb.com//title/tt0346336/,Italian;English;Norwegian
Profesionalac,8.5,2003,Bora Todorovic;Branislav Lecic;Natasa Ninkovic;Dragan Jovanovic,104,https://www.imdb.com//title/tt0339535/,Serbian
Oldeuboi,8.4,2003,Choi Min-sik;Yoo Ji-Tae;Kang Hye-jeong;Kim Byeong-Ok,120,https://www.imdb.com//title/tt0364569/,Korean
Black Friday,8.5,2004,Kay Kay Menon;Pawan Malhotra;Aditya Srivastav;Dibyendu Bhattacharya,143,https://www.imdb.com//title/tt0400234/,Hindi;English
Marmoulak,8.5,2004,Parviz Parastui;Bahram Ebrahimi;Shahrokh Foroutanian;Farideh Sepah Mansour,115,https://www.imdb.com//title/tt0416960/,Persian
Kad porastem bicu Kengur,8.4,2004,Sergej Trifunovic;Marija Karan;Nebojsa Glogovac;Boris Milivojevic,92,https://www.imdb.com//title/tt0383846/,Serbian
Eternal Sunshine of the Spotless Mind,8.3,2004,Jim Carrey;Kate Winslet;Tom Wilkinson;Gerry Robert Byrne,108,https://www.imdb.com//title/tt0338013/,English
Virumandi,8.3,2004,Kamal Haasan;Abhirami;Pasupathy;Napolean,175,https://www.imdb.com//title/tt0364647/,Tamil
Graves End,8.6,2005,Eric Roberts;Steven Williams;Daniel Roebuck;Valerie Mikita,90,https://www.imdb.com//title/tt0419781/,English
Anniyan,8.3,2005,Vikram;Sada;Prakash Raj;Vivek,181,https://www.imdb.com//title/tt0376127/,Tamil
Athadu,8.2,2005,Mahesh Babu;Trisha Krishnan;Prakash Raj;Sonu Sood,172,https://www.imdb.com//title/tt0471571/,Telugu
Babam ve Oglum,8.2,2005,Eser Sariyar;Çetin Tekindor;Fikret Kuskan;Hümeyra,112,https://www.imdb.com//title/tt0476735/,Turkish
Batman Begins,8.2,2005,Christian Bale;Michael Caine;Ken Watanabe;Liam Neeson,140,https://www.imdb.com//title/tt0372784/,English;Mandarin
Pudhu Pettai,8.5,2006,Dhanush;Sneha;Sonia Agarwal;Azhagam Perumal,168,https://www.imdb.com//title/tt0459516/,Tamil
The Departed,8.5,2006,Leonardo DiCaprio;Matt Damon;Jack Nicholson;Mark Wahlberg,151,https://www.imdb.com//title/tt0407887/,English;Cantonese
The Prestige,8.5,2006,Christian Bale;Hugh Jackman;Scarlett Johansson;Michael Caine,130,https://www.imdb.com//title/tt0482571/,English
Das Leben der Anderen,8.4,2006,Ulrich Mühe;Martina Gedeck;Sebastian Koch;Ulrich Tukur,137,https://www.imdb.com//title/tt0405094/,German
Khosla Ka Ghosla!,8.3,2006,Anupam Kher;Boman Irani;Parvin Dabas;Tara Sharma,135,https://www.imdb.com//title/tt0466460/,Hindi
Khuda Kay Liye,8.4,2007,Shaan Shahid;Fawad Khan;Iman Ali;Austin Marie Sayre,168,https://www.imdb.com//title/tt1068956/,Urdu;English
Taare Zameen Par,8.4,2007,Darsheel Safary;Aamir Khan;Tisca Chopra;Vipin Sharma,165,https://www.imdb.com//title/tt0986264/,Hindi
Chak De! India,8.2,2007,Shah Rukh Khan;Vidya Malvade;Sagarika Ghatge;Shilpa Shukla,153,https://www.imdb.com//title/tt0871510/,Hindi
There Will Be Blood,8.2,2007,Daniel Day-Lewis;Paul Dano;Ciarán Hinds;Martin Stringer,158,https://www.imdb.com//title/tt0469494/,English;American Sign Language
Into the Wild,8.1,2007,Emile Hirsch;Vince Vaughn;Catherine Keener;Marcia Gay Harden,148,https://www.imdb.com//title/tt0758758/,English;Danish
The Dark Knight,9.0,2008,Christian Bale;Heath Ledger;Aaron Eckhart;Michael Caine,152,https://www.imdb.com//title/tt0468569/,English;Mandarin
WALL·E,8.4,2008,Ben Burtt;Elissa Knight;Jeff Garlin;Fred Willard,98,https://www.imdb.com//title/tt0910970/,English;Hindi
Vaaranam Aayiram,8.2,2008,Suriya;Simran;Ramya;Sameera Reddy,169,https://www.imdb.com//title/tt1180583/,Tamil
A Wednesday,8.1,2008,Anupam Kher;Naseeruddin Shah;Virendra Saxena;Mahesh Kanual,104,https://www.imdb.com//title/tt1280558/,Hindi
Ai no mukidashi,8.1,2008,Takahiro Nishijima;Hikari Mitsushima;Sakura Andô;Yutaka Shimizu,237,https://www.imdb.com//title/tt1128075/,Japanese
Monpura,8.7,2009,Chanchal Chowdhury;Farhana Mili;Shirin Alam;Mohiuddin Bahar,136,https://www.imdb.com//title/tt1621830/,Bengali
3 Idiots,8.4,2009,Aamir Khan;Madhavan;Mona Singh;Sharman Joshi,170,https://www.imdb.com//title/tt1187043/,Hindi;English
Inglourious Basterds,8.3,2009,Brad Pitt;Diane Kruger;Eli Roth;Mélanie Laurent,153,https://www.imdb.com//title/tt0361748/,English;German;French;Italian
El secreto de sus ojos,8.2,2009,Ricardo Darín;Soledad Villamil;Pablo Rago;Carla Quevedo,129,https://www.imdb.com//title/tt1305806/,Spanish
Up,8.2,2009,Ed Asner;Jordan Nagai;John Ratzenberger;Christopher Plummer,96,https://www.imdb.com//title/tt1049413/,English
Inception,8.8,2010,Leonardo DiCaprio;Joseph Gordon-Levitt;Elliot Page;Ken Watanabe,148,https://www.imdb.com//title/tt1375666/,English;Japanese;French
Les Misérables in Concert: The 25th Anniversary,8.8,2010,Alfie Boe;Norm Lewis;Matt Lucas;Jenny Galloway,178,https://www.imdb.com//title/tt1754109/,English
Incendies,8.3,2010,Lubna Azabal;Mélissa Désormeaux-Poulin;Maxim Gaudette;Mustafa Kamel,131,https://www.imdb.com//title/tt1255953/,French;Arabic;English
Pranchiyettan and the Saint,8.3,2010,Jesse Fox Allen;Innocent;Mammootty;Biju Menon,140,https://www.imdb.com//title/tt1695800/,Malayalam
"Montevideo, Bog te video!",8.2,2010,Milos Bikovic;Petar Strugar;Nina Jankovic;Danina Jeftic,140,https://www.imdb.com//title/tt1634013/,Serbian;Bulgarian;French
Love on a Leash,8.9,2011,Gloria Winship Ayon;Shane Ayon;Jana Camp;Stephen Kramer Glickman,90,https://www.imdb.com//title/tt2185022/,Not available
Kill Bill: The Whole Bloody Affair,8.8,2011,Uma Thurman;Vivica A. Fox;Michael Madsen;Daryl Hannah,247,https://www.imdb.com//title/tt6019206/,English;Japanese;Mandarin;French;Cantonese;Spanish
The Phantom of the Opera at the Royal Albert Hall,8.8,2011,Ramin Karimloo;Sierra Boggess;Hadley Fraser;Wendy Ferguson,137,https://www.imdb.com//title/tt2077886/,English
The Intouchables,8.5,2011,François Cluzet;Omar Sy;Anne Le Ny;Audrey Fleurot,112,https://www.imdb.com//title/tt1675434/,French;English
A Separation,8.3,2011,Payman Maadi;Leila Hatami;Sareh Bayat;Shahab Hosseini,123,https://www.imdb.com//title/tt1832382/,Persian
Django Unchained,8.4,2012,Jamie Foxx;Christoph Waltz;Leonardo DiCaprio;Kerry Washington,165,https://www.imdb.com//title/tt1853728/,English;German;French;Italian
The Dark Knight Rises,8.4,2012,Christian Bale;Tom Hardy;Anne Hathaway;Gary Oldman,164,https://www.imdb.com//title/tt1345836/,English;Arabic
It's Such a Beautiful Day,8.3,2012,No actors found,62,https://www.imdb.com//title/tt2396224/,English
Jagten,8.3,2012,Mads Mikkelsen;Thomas Bo Larsen;Annika Wedderkopp;Lasse Fogelstrøm,115,https://www.imdb.com//title/tt2106476/,Danish;English;Polish
Gangs of Wasseypur,8.2,2012,Manoj Bajpayee;Richa Chadha;Nawazuddin Siddiqui;Tigmanshu Dhulia,321,https://www.imdb.com//title/tt1954470/,Hindi
Drishyam,8.3,2013,Mohanlal;Meena;Asha Sharath;Ansiba,160,https://www.imdb.com//title/tt3417422/,Malayalam
Lucia,8.3,2013,Sathish Neenasam;Sruthi Hariharan;Achyuth Kumar;Sabreen Baker,135,https://www.imdb.com//title/tt2358592/,Kannada
So-won,8.3,2013,Re Lee;Sol Kyung-gu;Ji-won Uhm;Kim Hae-sook,122,https://www.imdb.com//title/tt3153634/,Korean
Soodhu Kavvum,8.3,2013,Vijay Sethupathi;Sanchita Shetty;Radha Ravi;M.S. Bhaskar,135,https://www.imdb.com//title/tt2877108/,Tamil
7-beon-bang-ui seon-mul,8.2,2013,Seung-ryong Ryu;So Won Kal;Dal-su Oh;Man-sik Jeong,127,https://www.imdb.com//title/tt2659414/,Korean
Interstellar,8.6,2014,Matthew McConaughey;Anne Hathaway;Jessica Chastain;Mackenzie Foy,169,https://www.imdb.com//title/tt0816692/,English
Whiplash,8.5,2014,Miles Teller;J.K. Simmons;Melissa Benoist;Paul Reiser,106,https://www.imdb.com//title/tt2582802/,English
Kaakkaa Muttai,8.4,2014,Ramesh;J. Vignesh;Aishwarya Rajesh;Ramesh Thilak,91,https://www.imdb.com//title/tt3973410/,Tamil
Ulidavaru Kandanthe,8.4,2014,Kishore Kumar G.;Rakshit Shetty;Thara;Achyuth Kumar,154,https://www.imdb.com//title/tt3394420/,Kannada
Wheels,8.4,2014,Donavon Warren;Patrick Hume;Diana Gettinger;Kevin McCorkle,115,https://www.imdb.com//title/tt2170667/,English
Visaaranai,8.5,2015,Dinesh;Samuthirakani;Anandhi;Murugadass,117,https://www.imdb.com//title/tt4991384/,Tamil
Papanasam,8.4,2015,Kamal Haasan;Gautami;Nivetha Thomas;Esther Anil,179,https://www.imdb.com//title/tt4429128/,Tamil
Thani Oruvan,8.4,2015,Jayam Ravi;Arvind Swamy;Nayanthara;Nassar,160,https://www.imdb.com//title/tt4987556/,Tamil
Nil Battey Sannata,8.3,2015,Swara Bhaskar;Ratna Pathak Shah;Riya Shukla;Pankaj Tripathi,100,https://www.imdb.com//title/tt5005684/,Hindi
Premam,8.3,2015,Nivin Pauly;Sai Pallavi;Madonna Sebastian;S.V. Krishna Shankar,156,https://www.imdb.com//title/tt4679210/,Malayalam
Aynabaji,9.1,2016,Chanchal Chowdhury;Masuma Rahman Nabila;Partha Barua;Lutfur Rahman George,147,https://www.imdb.com//title/tt5354160/,Bengali
Natsamrat,8.9,2016,Nana Patekar;Medha Manjrekar;Mrunmayee Deshpande;Sunil Barve,166,https://www.imdb.com//title/tt5311546/,Marathi
Dag II,8.7,2016,Caglar Ertugrul;Ufuk Bayraktar;Ahu Türkpençe;Murat Serezli,135,https://www.imdb.com//title/tt5813916/,Turkish
Aruvi,8.5,2016,Aditi Balan;Padmashri Mohammad Ali;Pradeep Anthony;Arnold,130,https://www.imdb.com//title/tt5867800/,Tamil
Dangal,8.4,2016,Aamir Khan;Sakshi Tanwar;Fatima Sana Shaikh;Sanya Malhotra,161,https://www.imdb.com//title/tt5074352/,Hindi;English
Aloko Udapadi,9.0,2017,Uddika Premarathna;Dilhani Ekanayake;Roshan Ravindra;Menaka Peiris,113,https://www.imdb.com//title/tt5963218/,Sinhala;Tamil
Ayla: The Daughter of War,8.4,2017,Çetin Tekindor;Ismail Hacioglu;Kyung-jin Lee;Kim Seol,125,https://www.imdb.com//title/tt6316138/,Turkish;Korean;English;Chinese
Coco,8.4,2017,Anthony Gonzalez;Gael García Bernal;Benjamin Bratt;Alanna Ubach,105,https://www.imdb.com//title/tt2380307/,English;Spanish
Theeran adhigaaram ondru,8.3,2017,Karthi;Rakul Preet Singh;Abhimanyu Singh;Bose Venkat,157,https://www.imdb.com//title/tt7060460/,Tamil
Vikram Vedha,8.3,2017,Madhavan;Vijay Sethupathi;Shraddha Srinath;Kathir,147,https://www.imdb.com//title/tt6148156/,Tamil
C/o Kancharapalem,8.9,2018,Radha Bessy;Subba Rao Vepada;Praneeta Patnaik;Karthik Rathnam,152,https://www.imdb.com//title/tt7391996/,Telugu
Peranbu,8.9,2018,Mammootty;Sadhana;Anjali;Anjali Ameer,147,https://www.imdb.com//title/tt7738784/,Tamil
Pariyerum Perumal,8.8,2018,Kathir;Anandhi;Yogi Babu;Lijeesh,154,https://www.imdb.com//title/tt8176054/,Tamil
96,8.6,2018,Vijay Sethupathi;Adithya Bhaskar;Trisha Krishnan;Gouri Kishan,158,https://www.imdb.com//title/tt7019842/,Tamil
Mahanati,8.5,2018,Keerthy Suresh;Dulquer Salmaan;Samantha Akkineni;Vijay Deverakonda,177,https://www.imdb.com//title/tt7465992/,Telugu;Tamil
Gisaengchung,8.6,2019,Kang-ho Song;Sun-kyun Lee;Yeo-jeong Cho;Woo-sik Choi,132,https://www.imdb.com//title/tt6751668/,Korean;English
Jersey,8.6,2019,Nani;Shraddha Srinath;Sathyaraj;Harish Kalyan,157,https://www.imdb.com//title/tt8948790/,Telugu
Kumbalangi Nights,8.6,2019,Shane Nigam;Soubin Shahir;Fahadh Faasil;Sreenath Bhasi,135,https://www.imdb.com//title/tt8413338/,Malayalam
Asuran,8.5,2019,Dhanush;Manju Warrier;Prakash Raj;Pasupathy,141,https://www.imdb.com//title/tt9477520/,Tamil
Kaithi,8.5,2019,Karthi;Narain;Ramana;George Maryan,145,https://www.imdb.com//title/tt9900782/,Tamil
Soorarai Pottru,9.1,2020,Suriya;Paresh Rawal;Aparna Balamurali;Gaurav Pareek,153,https://www.imdb.com//title/tt10189514/,Tamil;Hindi
Dara iz Jasenovca,8.8,2020,Biljana Cekic;Zlatan Vidovic;Anja Stanic;Luka Saranovic,130,https://www.imdb.com//title/tt10554232/,Serbian;German
Shingeki no Kyojin: Chronicle,8.6,2020,Marina Inoue;Yui Ishikawa;Yûki Kaji;Yû Shimamura,122,https://www.imdb.com//title/tt12415546/,Japanese
Hamilton,8.4,2020,Lin-Manuel Miranda;Phillipa Soo;Leslie Odom Jr.;Renée Elise Goldsberry,160,https://www.imdb.com//title/tt8503618/,English
Kimetsu no Yaiba: Mugen Ressha-Hen,8.3,2020,Natsuki Hanae;Akari Kitô;Yoshitsugu Matsuoka;Hiro Shimono,117,https://www.imdb.com//title/tt11032374/,Japanese
